Media ID,Comment ID,Username,Comment Text,Comment Created At
3371573573585784026,18007759256248789,rzaz.20,لاحول ولا قوة الا بالله العلي العظيم واتوب اليه 😭😭😭😭😭ي الله احفظ فلسطين احفظ جميع المسلمين والمسلمات,2024-05-25 14:09:42+00:00
3371573573585784026,17960540888759712,mkhsouad,حسبنا الله ونعم الوكيل,2024-05-25 13:46:26+00:00
3371573573585784026,18045277060754093,nasir5000azizi,😢😢😢,2024-05-25 13:32:11+00:00
3371573573585784026,18025735391138668,x__hajoooora__x,Free Palestine 🇵🇸☝🏼,2024-05-25 12:49:10+00:00
3371573573585784026,18027093715915370,eeteepeetetoots4321,free palestine 🇵🇸,2024-05-25 12:27:29+00:00
3371573573585784026,18045919828700262,sehirmerkezirehberi,😢,2024-05-25 11:34:48+00:00
3371573573585784026,18017988917514358,victorypositive777,Israel! 🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,2024-05-25 11:09:43+00:00
3371573573585784026,18034352524944487,sevgikurtcan,#frepalestine🇵🇸❤️,2024-05-25 09:37:34+00:00
3371573573585784026,18029739107013105,gumruz7,❤️👏,2024-05-25 08:48:33+00:00
3371573573585784026,18065225605540120,llori.artt,Five words for the algo,2024-05-25 06:32:40+00:00
3371573573585784026,18041307370864491,ahumuneeb,😭😭😭😭😭,2024-05-24 20:28:14+00:00
3371573573585784026,17847819897216640,samabraham7,💔💔💔😭😭,2024-05-24 20:03:40+00:00
3371573573585784026,17972070206598592,ola___hamdy,We are dying every moment in the hell of war and genocide here😢😢,2024-05-24 19:38:29+00:00
3371573573585784026,18012068477166100,o3yes,ايش معنا 🍉,2024-05-24 19:21:01+00:00
3371573573585784026,18032536516977274,layanbayan4,😢😢,2024-05-24 19:16:47+00:00
3371573573585784026,17923604204902687,geleneksel.tababet,...,2024-05-24 19:14:18+00:00
3371573573585784026,18058445299585618,aya_ayoya38,"#إسرائيل_ارهابية 
#تسقط_اسرائيل 
#تُقتَل_غزة_لدفاعها_عن_أرضِها
#فليدعم_العالم_غزة
#غزة_تحت_القصف
#Where_is_the_world_about_Gaza_!!!🇵🇸
#Free_Palestine 🇵🇸
#GazaUnderAttack 🇵🇸
#Gaza_is_under_bombardment_!!!🇵🇸 
#GazaUnderAttackPalestinianLivesMatter
#SaveGaza #Gaza_is_under_bombardment #gaza_under_attack_now
#Save_Gaza
#Support_Gaza
#savesheikhjarrah
#PLM""وَلَا تَحْسَبَنَّ الَّذِينَ قُتِلُوا فِي سَبِيلِ اللَّهِ أَمْوَاتًا بَلْ أَحْيَاءٌ عِنْدَ رَبِّهِمْ يُرْزَقُونَ"" 💔🇵🇸🇵🇸🇵🇸
#أنقذوا_فلسطين_إنها_تُباد🇵🇸 
#انقذوا_فلسطين
#انقذوا_فلسطين_بأكملها،
#انقذوافلسطين 
#كلنـــــا_____مــــع_____فلـــيـــســطيـــــــن
#انقذواغزة 
#انقذواالقدس 
#انقذوارفح 
#انقذوا_فلسطين
#انقذوا_فلسطين_انها_تباد 
#savepalestine",2024-05-24 18:34:29+00:00
3371573573585784026,17849500740183364,fatahill4h_26,#freepalestine🇵🇸,2024-05-24 15:41:30+00:00
3371573573585784026,17956277300656022,fianncr,Free Palestine 🇵🇸,2024-05-24 15:16:25+00:00
3371573573585784026,17844185313223981,teh_o_ais_tambah_kari,allahumma salli ala sayyidina muhammad☝🏻,2024-05-24 14:41:33+00:00
3371573573585784026,17984296547511967,teh_o_ais_tambah_kari,#freepalestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,2024-05-24 14:41:31+00:00
3371573573585784026,18006923855263601,teh_o_ais_tambah_kari,#Israeli terrorist,2024-05-24 14:41:30+00:00
3372074159740963802,18021849899269971,the_meeraah,Aameen,2024-05-27 21:16:06+00:00
3372074159740963802,18290937031161902,nazihah.timol,Ameen ❤️,2024-05-27 15:53:39+00:00
3372074159740963802,18018324839199226,javeria1149,Ameen ameen ameenn❤️,2024-05-27 15:24:34+00:00
3372074159740963802,18434776783058319,narmeen_arif_20,Ameen 🤍,2024-05-27 02:37:01+00:00
3372074159740963802,18066291064529846,xainfhd,Ameen🤍🖤,2024-05-26 23:11:17+00:00
3372074159740963802,17961348368638081,023_sanha,Ameen ❤️,2024-05-26 19:35:05+00:00
3372074159740963802,18016849343096782,hafsahvaid,اللهم امين 🤲🤍,2024-05-26 17:20:53+00:00
3372074159740963802,18020183831195836,yusrasalim95,Ameeeeeeennnnn,2024-05-26 16:33:33+00:00
3372074159740963802,18033286519947681,rubina_bawa,Ameen,2024-05-26 05:51:39+00:00
3372074159740963802,18065060983488981,ask_henna,Ameen 🤍,2024-05-25 17:44:27+00:00
3372074159740963802,17959252184644244,f0002___,Ameen ya Mujeeb 🤲🏼,2024-05-25 15:36:38+00:00
